Time,Ay,Vx,Station,Cronometro,AV_Eng,AV_TC,AV_Trans
         0.76, -1.2464659214, 54.3203430176, 1.59458398819,             0, 11380.4208984, 11380.4208984, 2231.53076172
        0.761, -1.24976825714, 54.3185653687, 1.61057901382,             0, 11380.1357422, 11380.1357422, 2231.50415039
        0.762, -1.25305199623, 54.3167762756, 1.62657594681,             0, 11379.8457031, 11379.8457031,  2231.4765625
        0.763, -1.25634217262, 54.3149719238, 1.64257502556,             0, 11379.5498047, 11379.5498047, 2231.44775391
        0.764, -1.25963878632, 54.3131561279, 1.65857589245,             0, 11379.2490234, 11379.2490234, 2231.41796875
        0.765, -1.26301884651, 54.3113212585,  1.6745787859,             0, 11378.9433594, 11378.9433594, 2231.38696289
        0.766, -1.26658689976, 54.3094749451, 1.69058346748,             0, 11378.6328125, 11378.6328125, 2231.35522461
        0.767, -1.2703076601, 54.3076171875, 1.70659005642,             0, 11378.3164062, 11378.3164062, 2231.32226562
        0.768, -1.27416932583, 54.3057441711, 1.72259843349,             0, 11377.9960938, 11377.9960938, 2231.28833008
        0.769, -1.27812862396,  54.303855896, 1.73860859871,             0, 11377.6699219, 11377.6699219, 2231.25317383
         0.77, -1.28210258484, 54.3019599915, 1.75462043285,             0, 11377.3408203, 11377.3408203, 2231.21679688
        0.771, -1.28605365753, 54.3000488281, 1.77063393593,             0, 11377.0058594, 11377.0058594, 2231.17919922
        0.772, -1.28996241093,  54.298122406, 1.78664910793,             0, 11376.6669922, 11376.6669922,   2231.140625
        0.773, -1.29379653931, 54.2961883545, 1.80266594887,             0, 11376.3242188, 11376.3242188, 2231.10058594
        0.774, -1.29754054546, 54.2942352295, 1.81868422031,             0, 11375.9765625, 11375.9765625, 2231.05981445
        0.775, -1.30113363266, 54.2922706604, 1.83470416069,             0,     11375.625,     11375.625, 2231.01782227
        0.776, -1.3046298027, 54.2902946472, 1.85072553158,             0, 11375.2695312, 11375.2695312, 2230.97485352
        0.777, -1.30804252625, 54.2882995605, 1.86674833298,             0, 11374.9101562, 11374.9101562, 2230.93066406
        0.778, -1.31135213375, 54.2862930298,  1.8827726841,             0,  11374.546875,  11374.546875, 2230.88549805
        0.779, -1.31459021568, 54.2842674255, 1.89879834652,             0, 11374.1796875, 11374.1796875, 2230.83911133
         0.78, -1.31777966022, 54.2822303772, 1.91482532024,             0, 11373.8095703, 11373.8095703, 2230.79199219
        0.781, -1.32093048096, 54.2801742554, 1.93085360527,             0, 11373.4355469, 11373.4355469, 2230.74389648
        0.782, -1.32405149937, 54.2781066895,  1.9468832016,             0, 11373.0576172, 11373.0576172, 2230.69482422
        0.783, -1.32712173462,   54.27602005, 1.96291410923,             0, 11372.6767578, 11372.6767578, 2230.64477539
        0.784, -1.33015167713, 54.2739143372, 1.97894608974,             0, 11372.2929688, 11372.2929688, 2230.59399414
        0.785, -1.3331733942, 54.2717933655, 1.99497938156,             0, 11371.9052734, 11371.9052734, 2230.54223633
        0.786, -1.33619058132,  54.269657135, 2.01101374626,             0, 11371.5146484, 11371.5146484, 2230.48974609
        0.787, -1.33920490742, 54.2675056458, 2.02704906464,             0, 11371.1210938, 11371.1210938, 2230.43652344
        0.788, -1.34217858315,  54.265335083,  2.0430855751,             0, 11370.7255859, 11370.7255859, 2230.38232422
        0.789, -1.34514963627, 54.2631454468, 2.05912303925,             0, 11370.3261719, 11370.3261719, 2230.32739258
         0.79, -1.34812283516, 54.2609405518, 2.07516145706,             0, 11369.9248047, 11369.9248047, 2230.27172852
        0.791, -1.35109341145, 54.2587165833, 2.09120082855,             0, 11369.5205078, 11369.5205078, 2230.21533203
        0.792, -1.35402297974,  54.256477356, 2.10724115372,             0, 11369.1132812, 11369.1132812, 2230.15795898
        0.793, -1.35696220398, 54.2542190552, 2.12328243256,             0, 11368.7041016, 11368.7041016, 2230.09985352
        0.794, -1.35991120338, 54.2519416809, 2.13932442665,             0, 11368.2919922, 11368.2919922, 2230.04125977
        0.795, -1.36286664009, 54.2496490479,   2.155367136,             0, 11367.8789062, 11367.8789062, 2229.98193359
        0.796, -1.3658311367, 54.2473373413, 2.17141079903,             0, 11367.4628906, 11367.4628906,   2229.921875
        0.797, -1.36880552769, 54.2450065613, 2.18745517731,             0, 11367.0449219, 11367.0449219, 2229.86108398
        0.798, -1.37175822258, 54.2426567078, 2.20350003242,             0,     11366.625,     11366.625, 2229.79956055
        0.799, -1.37471568584, 54.2402915955,  2.2195456028,             0,  11366.203125,  11366.203125, 2229.73730469
          0.8, -1.37763893604, 54.2379074097, 2.23559188843,             0, 11365.7792969, 11365.7792969, 2229.67431641
        0.801, -1.38056850433, 54.2355041504, 2.25163865089,             0, 11365.3544922, 11365.3544922, 2229.61035156
        0.802, -1.38350975513, 54.2330818176, 2.26768612862,             0, 11364.9277344, 11364.9277344,  2229.5456543
        0.803, -1.38646435738, 54.2306404114, 2.28373408318,             0, 11364.4990234, 11364.4990234, 2229.48046875
        0.804, -1.38943397999, 54.2281837463, 2.29978227615,             0, 11364.0693359, 11364.0693359, 2229.41430664
        0.805, -1.39242005348, 54.2257041931, 2.31583118439,             0, 11363.6386719, 11363.6386719, 2229.34741211
        0.806, -1.39542233944, 54.2232093811, 2.33188033104,             0, 11363.2060547, 11363.2060547, 2229.27978516
        0.807, -1.39844107628, 54.2206916809, 2.34792995453,             0, 11362.7734375, 11362.7734375, 2229.21142578
        0.808, -1.40140545368, 54.2181587219, 2.36397981644,             0, 11362.3388672, 11362.3388672, 2229.14233398
        0.809, -1.4043520689, 54.2156028748, 2.38002991676,             0, 11361.9033203, 11361.9033203, 2229.07250977
         0.81, -1.40731310844, 54.2130317688, 2.39608049393,             0, 11361.4677734, 11361.4677734, 2229.00195312
        0.811, -1.41029214859, 54.2104377747, 2.41213107109,             0, 11361.0302734, 11361.0302734, 2228.93066406
        0.812, -1.41328883171, 54.2078285217, 2.42818212509,             0, 11360.5927734, 11360.5927734, 2228.85864258
        0.813, -1.4163030386, 54.2051963806, 2.44423294067,             0, 11360.1552734, 11360.1552734, 2228.78588867
        0.814, -1.41933476925, 54.2025489807, 2.46028423309,             0, 11359.7167969, 11359.7167969, 2228.71264648
        0.815, -1.42238271236, 54.1998786926, 2.47633552551,             0, 11359.2773438, 11359.2773438, 2228.63867188
        0.816, -1.42542016506, 54.1971893311, 2.49238681793,             0, 11358.8378906, 11358.8378906, 2228.56420898
        0.817, -1.4284362793, 54.1944770813, 2.50843811035,             0, 11358.3984375, 11358.3984375, 2228.48901367
        0.818, -1.43142354488, 54.1917495728, 2.52448940277,             0, 11357.9589844, 11357.9589844, 2228.41333008
        0.819, -1.43442797661, 54.1890029907, 2.54054045677,             0, 11357.5195312, 11357.5195312,  2228.3371582
         0.82, -1.43744909763, 54.1862335205, 2.55659174919,             0, 11357.0800781, 11357.0800781, 2228.26000977
        0.821, -1.44048631191, 54.1834449768, 2.57264280319,             0,  11356.640625,  11356.640625, 2228.18261719
        0.822, -1.44353806973, 54.1806373596, 2.58869361877,             0, 11356.2021484, 11356.2021484, 2228.10424805
        0.823, -1.44660007954, 54.1778068542, 2.60474443436,             0, 11355.7626953, 11355.7626953, 2228.02563477
        0.824, -1.44966006279, 54.1749610901,  2.6207947731,             0, 11355.3242188, 11355.3242188, 2227.94628906
        0.825, -1.45268964767, 54.1720924377, 2.63684511185,             0, 11354.8867188, 11354.8867188, 2227.86645508
        0.826, -1.45573401451, 54.1692047119, 2.65289497375,             0, 11354.4501953, 11354.4501953, 2227.78588867
        0.827, -1.45877468586, 54.1662940979, 2.66894459724,             0, 11354.0136719, 11354.0136719, 2227.70507812
        0.828, -1.46179890633, 54.1633682251, 2.68499398232,             0,  11353.578125,  11353.578125, 2227.62353516
        0.829, -1.46483373642, 54.1604194641, 2.70104265213,             0, 11353.1425781, 11353.1425781, 2227.54150391
         0.83, -1.46787881851, 54.1574516296, 2.71709132195,             0, 11352.7089844, 11352.7089844, 2227.45922852
        0.831, -1.47093641758,  54.154460907,  2.7331392765,             0, 11352.2763672, 11352.2763672,  2227.3762207
        0.832, -1.47400128841, 54.1514549255, 2.74918675423,             0, 11351.8447266, 11351.8447266, 2227.29296875
        0.833, -1.47702586651, 54.1484260559, 2.76523375511,             0, 11351.4140625, 11351.4140625, 2227.20898438
        0.834, -1.48006236553, 54.1453781128, 2.78128027916,             0, 11350.9853516, 11350.9853516,      2227.125
        0.835, -1.48310959339, 54.1423072815, 2.79732608795,             0, 11350.5566406, 11350.5566406, 2227.04077148
        0.836, -1.48616170883, 54.1392173767, 2.81337141991,             0, 11350.1308594, 11350.1308594, 2226.95605469
        0.837, -1.48918187618, 54.1361083984, 2.82941603661,             0, 11349.7060547, 11349.7060547, 2226.87084961
        0.838, -1.49220407009, 54.1329803467, 2.84545993805,             0, 11349.2832031, 11349.2832031, 2226.78564453
        0.839, -1.49523568153, 54.1298294067, 2.86150312424,             0, 11348.8613281, 11348.8613281, 2226.69995117
         0.84, -1.49827623367, 54.1266593933, 2.87754559517,             0, 11348.4423828, 11348.4423828, 2226.61425781
        0.841, -1.50127148628, 54.1234703064, 2.89358735085,             0, 11348.0244141, 11348.0244141, 2226.52807617
        0.842, -1.50427031517, 54.1202583313, 2.90962815285,             0, 11347.6083984, 11347.6083984, 2226.44165039
        0.843, -1.50727462769, 54.1170310974, 2.92566823959,             0, 11347.1943359, 11347.1943359, 2226.35498047
        0.844, -1.5102865696, 54.1137809753, 2.94170761108,             0, 11346.7832031, 11346.7832031, 2226.26831055
        0.845, -1.51330554485, 54.1105117798, 2.95774579048,             0, 11346.3740234, 11346.3740234, 2226.18139648
        0.846, -1.51631128788,  54.107219696, 2.97378325462,             0, 11345.9667969, 11345.9667969, 2226.09423828
        0.847, -1.51929306984, 54.1039123535, 2.98981976509,             0, 11345.5615234, 11345.5615234, 2226.00683594
        0.848, -1.52227985859, 54.1005821228, 3.00585508347,             0, 11345.1591797, 11345.1591797, 2225.91967773
        0.849, -1.52522373199, 54.0972328186, 3.02188944817,             0, 11344.7587891, 11344.7587891, 2225.83203125
         0.85, -1.52816414833, 54.0938606262, 3.03792285919,             0, 11344.3613281, 11344.3613281, 2225.74462891
        0.851, -1.53111064434,  54.090473175, 3.05395507812,             0, 11343.9667969, 11343.9667969, 2225.65698242
        0.852, -1.53406310081, 54.0870628357, 3.06998634338,             0, 11343.5742188, 11343.5742188, 2225.56958008
        0.853, -1.53702104092, 54.0836372375, 3.08601641655,             0, 11343.1845703, 11343.1845703, 2225.48193359
        0.854, -1.53998279572, 54.0801887512, 3.10204529762,             0,  11342.796875,  11342.796875, 2225.39453125
        0.855, -1.54294681549, 54.0767211914,  3.1180729866,             0, 11342.4121094, 11342.4121094, 2225.30737305
        0.856, -1.54586267471, 54.0732345581, 3.13409948349,             0, 11342.0302734, 11342.0302734,  2225.2199707
        0.857, -1.54874360561, 54.0697250366, 3.15012454987,             0, 11341.6503906, 11341.6503906,  2225.1328125
        0.858, -1.55161523819, 54.0662002563, 3.16614842415,             0, 11341.2724609, 11341.2724609,  2225.0456543
        0.859, -1.55449211597, 54.0626564026, 3.18217110634,             0, 11340.8974609, 11340.8974609, 2224.95874023
         0.86, -1.55737328529, 54.0590896606, 3.19819235802,             0, 11340.5253906, 11340.5253906, 2224.87207031
        0.861, -1.56025791168, 54.0555038452, 3.21421217918,             0, 11340.1552734, 11340.1552734, 2224.78515625
        0.862, -1.56314599514,  54.051902771, 3.23023056984,             0, 11339.7880859, 11339.7880859, 2224.69873047
        0.863, -1.56603753567, 54.0482788086,  3.2462477684,             0, 11339.4228516, 11339.4228516, 2224.61230469
        0.864, -1.56893348694, 54.0446395874, 3.26226329803,             0, 11339.0605469, 11339.0605469, 2224.52612305
        0.865, -1.57176291943,  54.040977478, 3.27827739716,             0, 11338.7001953, 11338.7001953, 2224.43994141
        0.866, -1.57456195354, 54.0372962952, 3.29429006577,             0, 11338.3427734, 11338.3427734, 2224.35424805
        0.867, -1.57736563683, 54.0335998535, 3.31030106544,             0, 11337.9873047, 11337.9873047, 2224.26855469
        0.868, -1.58017456532, 54.0298805237, 3.32631063461,             0, 11337.6347656, 11337.6347656, 2224.18310547
        0.869, -1.58298718929, 54.0261459351, 3.34231829643,             0, 11337.2841797, 11337.2841797, 2224.09790039
         0.87, -1.5858052969, 54.0223884583, 3.35832476616,             0, 11336.9365234, 11336.9365234, 2224.01293945
        0.871, -1.58862912655, 54.0186157227, 3.37432932854,             0, 11336.5908203, 11336.5908203, 2223.92822266
        0.872, -1.59145689011, 54.0148239136, 3.39033222198,             0, 11336.2470703, 11336.2470703, 2223.84399414
        0.873, -1.59425723553, 54.0110092163,  3.4063334465,             0,   11335.90625,   11335.90625, 2223.76000977
        0.874, -1.59702014923, 54.0071792603, 3.42233300209,             0, 11335.5673828, 11335.5673828, 2223.67626953
        0.875, -1.59975790977, 54.0033302307, 3.43833065033,             0, 11335.2314453, 11335.2314453, 2223.59277344
        0.876, -1.60250198841, 53.9994621277, 3.45432662964,             0, 11334.8974609, 11334.8974609, 2223.50976562
        0.877, -1.60525286198, 53.9955787659,  3.4703207016,             0, 11334.5664062, 11334.5664062, 2223.42700195
        0.878, -1.60800909996, 53.9916725159, 3.48631310463,             0, 11334.2373047, 11334.2373047, 2223.34448242
        0.879, -1.61077201366, 53.9877510071, 3.50230336189,             0, 11333.9101562, 11333.9101562, 2223.26220703
         0.88, -1.61354184151, 53.9838066101, 3.51829195023,             0, 11333.5859375, 11333.5859375, 2223.18041992
        0.881, -1.61628580093, 53.9798469543, 3.53427863121,             0, 11333.2636719, 11333.2636719, 2223.09912109
        0.882, -1.61901533604, 53.9758720398, 3.55026340485,             0, 11332.9443359, 11332.9443359, 2223.01782227
        0.883, -1.62174260616, 53.9718742371, 3.56624603271,             0, 11332.6259766, 11332.6259766, 2222.93725586
        0.884, -1.62443363667, 53.9678611755, 3.58222675323,             0, 11332.3115234, 11332.3115234, 2222.85668945
        0.885, -1.62713336945, 53.9638252258, 3.59820532799,             0, 11331.9980469, 11331.9980469, 2222.77661133
        0.886, -1.62984156609,  53.959777832, 3.61418199539,             0,    11331.6875,    11331.6875, 2222.69702148
        0.887, -1.63255810738,   53.95570755, 3.63015651703,             0, 11331.3798828, 11331.3798828, 2222.61767578
        0.888, -1.6352814436, 53.9516220093, 3.64612913132,             0, 11331.0732422, 11331.0732422, 2222.53881836
        0.889,  -1.637976408, 53.9475135803, 3.66209936142,             0, 11330.7695312, 11330.7695312, 2222.46020508
         0.89, -1.64066362381, 53.9433898926, 3.67806768417,             0, 11330.4677734, 11330.4677734, 2222.38232422
        0.891, -1.64335978031,  53.939250946, 3.69403362274,             0, 11330.1689453, 11330.1689453,  2222.3046875
        0.892, -1.64606487751,  53.935092926, 3.70999741554,             0, 11329.8720703, 11329.8720703, 2222.22753906
        0.893, -1.64872813225, 53.9309158325, 3.72595906258,             0, 11329.5771484, 11329.5771484, 2222.15063477
        0.894, -1.65139770508, 53.9267196655, 3.74191856384,             0, 11329.2851562, 11329.2851562, 2222.07421875
        0.895, -1.65407586098, 53.9225082397, 3.75787568092,             0, 11328.9951172, 11328.9951172, 2221.99829102
        0.896, -1.65676343441, 53.9182739258, 3.77383041382,             0, 11328.7070312, 11328.7070312, 2221.92285156
        0.897, -1.6594171524, 53.9140281677, 3.78978300095,             0,  11328.421875,  11328.421875, 2221.84765625
        0.898, -1.6620721817, 53.9097595215, 3.80573296547,             0, 11328.1376953, 11328.1376953, 2221.77319336
        0.899, -1.66473484039, 53.9054756165, 3.82168078423,             0, 11327.8564453, 11327.8564453, 2221.69897461
          0.9, -1.66740000248, 53.9011764526,  3.8376262188,             0,  11327.578125,  11327.578125,      2221.625
        0.901, -1.67006504536, 53.8968544006, 3.85356926918,             0, 11327.3007812, 11327.3007812, 2221.55224609
        0.902, -1.67269849777, 53.8925170898, 3.86950969696,             0, 11327.0263672, 11327.0263672, 2221.47998047
        0.903, -1.67533004284, 53.8881607056, 3.88544774055,             0, 11326.7548828, 11326.7548828, 2221.40869141
        0.904, -1.67796683311, 53.8837852478, 3.90138339996,             0,  11326.484375,  11326.484375, 2221.33813477
        0.905, -1.6805639267, 53.8793945312, 3.91731643677,             0, 11326.2167969, 11326.2167969, 2221.26855469
        0.906, -1.6831690073, 53.8749847412, 3.93324708939,             0, 11325.9511719, 11325.9511719, 2221.19946289
        0.907, -1.68578195572,  53.870552063,  3.9491751194,             0, 11325.6884766, 11325.6884766, 2221.13110352
        0.908, -1.68840312958, 53.8661079407, 3.96510052681,             0, 11325.4267578, 11325.4267578, 2221.06347656
        0.909, -1.69103205204, 53.8616409302, 3.98102331161,             0, 11325.1679688, 11325.1679688, 2220.99658203
         0.91, -1.69366753101, 53.8571586609, 3.99694347382,             0, 11324.9121094, 11324.9121094, 2220.93017578
        0.911, -1.6962788105, 53.8526573181, 4.01286077499,             0, 11324.6582031, 11324.6582031, 2220.86474609
        0.912, -1.69885730743, 53.8481369019, 4.02877569199,             0,   11324.40625,   11324.40625, 2220.79956055
        0.913, -1.70141172409, 53.8435974121, 4.04468822479,             0,   11324.15625,   11324.15625, 2220.73510742
        0.914, -1.7039732933, 53.8390426636, 4.06059741974,             0, 11323.9091797, 11323.9091797, 2220.67138672
        0.915, -1.70653879642, 53.8344688416,  4.0765042305,             0, 11323.6640625, 11323.6640625, 2220.60791016
        0.916, -1.70911157131, 53.8298797607, 4.09240818024,             0, 11323.4208984, 11323.4208984, 2220.54541016
        0.917, -1.71169173717, 53.8252677917, 4.10830926895,             0, 11323.1806641, 11323.1806641,  2220.4831543
        0.918, -1.71427822113,  53.820640564, 4.12420797348,             0, 11322.9423828, 11322.9423828, 2220.42163086
        0.919, -1.71687090397, 53.8159980774, 4.14010334015,             0, 11322.7070312, 11322.7070312, 2220.36083984
         0.92, -1.71941053867, 53.8113327026, 4.15599632263,             0, 11322.4736328, 11322.4736328, 2220.30029297
        0.921, -1.72191548347, 53.8066520691, 4.17188596725,             0, 11322.2421875, 11322.2421875, 2220.24047852
        0.922, -1.72442805767, 53.8019561768, 4.18777322769,             0, 11322.0126953, 11322.0126953, 2220.18139648
        0.923, -1.72694826126, 53.7972373962, 4.20365715027,             0, 11321.7861328, 11321.7861328, 2220.12255859
        0.924, -1.72947454453, 53.7925033569, 4.21953821182,             0,    11321.5625,    11321.5625, 2220.06469727
        0.925, -1.73200654984, 53.7877502441, 4.23541641235,             0, 11321.3398438, 11321.3398438, 2220.00732422
        0.926, -1.73454535007, 53.7829818726, 4.25129175186,             0, 11321.1201172, 11321.1201172, 2219.95043945
        0.927, -1.7370800972, 53.7781906128, 4.26716375351,             0, 11320.9033203, 11320.9033203, 2219.89428711
        0.928, -1.73958349228, 53.7733840942, 4.28303289413,             0, 11320.6884766, 11320.6884766, 2219.83862305
        0.929, -1.74208259583, 53.7685623169, 4.29889917374,             0, 11320.4755859, 11320.4755859, 2219.78369141
         0.93, -1.74454724789, 53.7637176514, 4.31476211548,             0, 11320.2646484, 11320.2646484, 2219.72924805
        0.931, -1.74701869488, 53.7588577271,  4.3306221962,             0, 11320.0566406, 11320.0566406, 2219.67529297
        0.932, -1.74949705601, 53.7539825439, 4.34647941589,             0, 11319.8515625, 11319.8515625, 2219.62207031
        0.933, -1.75198197365, 53.7490844727, 4.36233329773,             0, 11319.6484375, 11319.6484375, 2219.56958008
        0.934, -1.75447273254, 53.7441711426, 4.37818384171,             0, 11319.4472656, 11319.4472656, 2219.51757812
        0.935, -1.75693452358,  53.739238739, 4.39403152466,             0, 11319.2490234, 11319.2490234, 2219.46606445
        0.936, -1.75938999653, 53.7342910767, 4.40987586975,             0, 11319.0527344, 11319.0527344,  2219.4152832
        0.937, -1.76185154915, 53.7293243408, 4.42571687698,             0,  11318.859375,  11318.859375, 2219.36523438
        0.938, -1.76431846619, 53.7243385315, 4.44155502319,             0, 11318.6679688, 11318.6679688, 2219.31567383
        0.939, -1.76674282551, 53.7193336487, 4.45738983154,             0, 11318.4794922, 11318.4794922, 2219.26660156
         0.94, -1.76917302608, 53.7143135071, 4.47322130203,             0, 11318.2929688, 11318.2929688, 2219.21826172
        0.941, -1.77160906792,  53.709274292, 4.48904943466,             0, 11318.1083984, 11318.1083984,  2219.1706543
        0.942, -1.77425003052, 53.7042160034, 4.50487422943,             0, 11317.9267578, 11317.9267578, 2219.08911133
        0.943, -1.77788639069, 53.6991081238, 4.52069568634,             0, 11317.7460938, 11317.7460938, 2218.95751953
        0.944, -1.78274285793, 53.6939468384, 4.53651285172,             0, 11317.5664062, 11317.5664062, 2218.82739258
        0.945, -1.78871059418, 53.6887359619, 4.55232620239,             0, 11317.3886719, 11317.3886719, 2218.72998047
        0.946, -1.79538810253, 53.6835021973, 4.56813621521,             0, 11317.2119141, 11317.2119141, 2218.68139648
        0.947,  -1.802262187, 53.6782722473, 4.58394193649,             0, 11317.0380859, 11317.0380859, 2218.68188477
        0.948, -1.80884408951, 53.6730690002, 4.59974479675,             0, 11316.8681641, 11316.8681641, 2218.71679688
        0.949, -1.8147482872, 53.6679039001, 4.61554384232,             0, 11316.7021484, 11316.7021484, 2218.76318359
         0.95, -1.82000994682,  53.662776947, 4.63134002686,             0, 11316.5400391, 11316.5400391,  2218.7746582
        0.951, -1.82472896576, 53.6576652527, 4.64713287354,             0, 11316.3808594, 11316.3808594, 2218.76123047
        0.952, -1.82890570164, 53.6525611877, 4.66292238235,             0, 11316.2255859, 11316.2255859, 2218.72973633
        0.953, -1.8325189352, 53.6474609375, 4.67870855331,             0, 11316.0722656, 11316.0722656, 2218.68505859
        0.954, -1.83584976196, 53.6423492432, 4.69449138641,             0, 11315.9208984, 11315.9208984,  2218.6027832
        0.955, -1.83934116364, 53.6372070312, 4.71027040482,             0, 11315.7705078, 11315.7705078, 2218.48974609
        0.956, -1.84323823452, 53.6320228577, 4.72604560852,             0, 11315.6210938, 11315.6210938, 2218.36425781
        0.957, -1.84770417213, 53.6267967224, 4.74181747437,             0, 11315.4726562, 11315.4726562, 2218.24560547
        0.958, -1.85269904137, 53.6215362549, 4.75758504868,             0, 11315.3251953, 11315.3251953, 2218.14819336
        0.959, -1.8580442667, 53.6162528992, 4.77334880829,             0, 11315.1796875, 11315.1796875, 2218.08007812
         0.96, -1.86347782612, 53.6109657288,  4.7891087532,             0, 11315.0361328, 11315.0361328, 2218.04125977
        0.961, -1.86866831779,  53.605682373, 4.80486440659,             0, 11314.8955078, 11314.8955078, 2218.02368164
        0.962, -1.8734151125, 53.6004104614, 4.82061719894,             0, 11314.7578125, 11314.7578125, 2218.01489258
        0.963, -1.87766158581, 53.5951538086, 4.83636569977,             0, 11314.6230469, 11314.6230469, 2218.00244141
        0.964, -1.88174188137, 53.5899124146, 4.85211086273,             0, 11314.4902344, 11314.4902344, 2217.99609375
        0.965, -1.88640415668, 53.5846443176, 4.86785268784,             0, 11314.3613281, 11314.3613281, 2217.99316406
        0.966, -1.89199566841, 53.5793304443, 4.88359117508,             0, 11314.2353516, 11314.2353516, 2217.98193359
        0.967, -1.89859902859, 53.5739631653, 4.89932537079,             0, 11314.1132812, 11314.1132812, 2217.95556641
        0.968, -1.9059997797, 53.5685348511, 4.91505622864,             0, 11313.9931641, 11313.9931641, 2217.91015625
        0.969, -1.91382002831, 53.5630683899, 4.93078327179,             0, 11313.8759766, 11313.8759766, 2217.84594727
         0.97, -1.92163693905, 53.5575675964, 4.94650650024,             0, 11313.7607422, 11313.7607422, 2217.76635742
        0.971, -1.92900729179, 53.5520591736, 4.96222543716,             0, 11313.6464844, 11313.6464844, 2217.67749023
        0.972, -1.93571937084, 53.5465545654, 4.97794055939,             0, 11313.5341797, 11313.5341797, 2217.59350586
        0.973, -1.94183051586, 53.5410461426, 4.99365139008,             0, 11313.4228516, 11313.4228516, 2217.52148438
        0.974, -1.9472990036,  53.535533905, 5.00935840607,             0, 11313.3134766, 11313.3134766, 2217.45922852
        0.975, -1.95213055611, 53.5300140381, 5.02506160736,             0, 11313.2060547, 11313.2060547, 2217.40478516
        0.976, -1.95632791519, 53.5244865417, 5.04076051712,             0, 11313.1005859, 11313.1005859, 2217.35668945
        0.977, -1.96007931232, 53.5189552307, 5.05645561218,             0, 11312.9970703, 11312.9970703, 2217.32348633
        0.978, -1.96380484104, 53.5133972168, 5.07214689255,             0, 11312.8964844, 11312.8964844, 2217.30981445
        0.979, -1.9677529335, 53.5078048706, 5.08783435822,             0, 11312.7988281, 11312.7988281, 2217.31152344
         0.98, -1.97212588787, 53.5021705627, 5.10351753235,             0, 11312.7041016, 11312.7041016, 2217.32299805
        0.981, -1.97688734531, 53.4964942932, 5.11919736862,             0, 11312.6132812, 11312.6132812, 2217.33764648
        0.982, -1.98194384575, 53.4907798767,  5.1348733902,             0, 11312.5263672, 11312.5263672, 2217.34814453
        0.983, -1.98706674576, 53.4850311279, 5.15054512024,             0, 11312.4433594, 11312.4433594, 2217.34887695
        0.984, -1.99199903011, 53.4792556763, 5.16621351242,             0, 11312.3632812, 11312.3632812, 2217.33642578
        0.985,  -1.996519804, 53.4734611511, 5.18187761307,             0, 11312.2861328, 11312.2861328, 2217.31079102
        0.986, -2.00049209595, 53.4676551819, 5.19753789902,             0, 11312.2109375, 11312.2109375, 2217.27514648
        0.987, -2.00387167931, 53.4618301392, 5.21319389343,             0, 11312.1396484, 11312.1396484, 2217.23510742
        0.988, -2.00669360161, 53.4559936523, 5.22884607315,             0, 11312.0693359, 11312.0693359, 2217.19750977
        0.989, -2.00913071632, 53.4501342773, 5.24449396133,             0, 11312.0029297, 11312.0029297, 2217.16918945
         0.99, -2.01136279106, 53.4442520142, 5.26013803482,             0, 11311.9384766, 11311.9384766, 2217.15527344
        0.991, -2.01354002953, 53.4383430481, 5.27577829361,             0, 11311.8779297, 11311.8779297, 2217.15795898
        0.992, -2.01576256752, 53.4324035645, 5.29141426086,             0, 11311.8203125, 11311.8203125, 2217.17651367
        0.993, -2.01806378365, 53.4264335632, 5.30704593658,             0, 11311.7675781, 11311.7675781, 2217.20727539
        0.994, -2.02041244507, 53.4204330444, 5.32267427444,             0,   11311.71875,   11311.71875, 2217.24389648
        0.995, -2.02272868156, 53.4144058228, 5.33829832077,             0, 11311.6738281, 11311.6738281, 2217.28051758
        0.996, -2.02487516403, 53.4083557129,  5.3539185524,             0, 11311.6337891, 11311.6337891, 2217.31079102
        0.997, -2.02674889565, 53.4022789001, 5.36953496933,             0, 11311.5976562, 11311.5976562, 2217.33154297
        0.998, -2.02832531929, 53.3961791992, 5.38514709473,             0, 11311.5654297, 11311.5654297, 2217.34155273
        0.999, -2.02957868576, 53.3900566101, 5.40075540543,             0, 11311.5371094, 11311.5371094, 2217.34277344
            1, -2.0305211544, 53.3839111328, 5.41635990143,             0, 11311.5117188, 11311.5117188, 2217.33886719
        1.001, -2.03119659424, 53.3777427673,  5.4319601059,             0, 11311.4912109, 11311.4912109, 2217.33544922
        1.002, -2.03166341782, 53.3715515137, 5.44755601883,             0, 11311.4736328, 11311.4736328,  2217.3371582
        1.003, -2.03198313713, 53.3653335571, 5.46314811707,             0, 11311.4599609, 11311.4599609, 2217.34814453
        1.004, -2.03219842911, 53.3590927124, 5.47873592377,             0, 11311.4501953, 11311.4501953, 2217.37060547
        1.005, -2.03229475021, 53.3528251648, 5.49431943893,             0, 11311.4453125, 11311.4453125, 2217.40356445
        1.006, -2.03230690956, 53.3465385437,  5.5098991394,             0, 11311.4453125, 11311.4453125, 2217.44458008
        1.007, -2.0322239399, 53.3402252197, 5.52547502518,             0, 11311.4501953, 11311.4501953, 2217.49023438
        1.008, -2.03203558922, 53.3338928223, 5.54104661942,             0, 11311.4589844, 11311.4589844, 2217.53540039
        1.009, -2.03171682358, 53.3275375366, 5.55661439896,             0, 11311.4736328, 11311.4736328,  2217.5769043
